genotype,fitness_x1,fitness_x4
000,0.9689101501659204,0.9265457894980748
001,0.9096044200514922,0.9436452943314865
010,0.8226342388318133,0.8088121475742581
011,0.8724668702545866,0.8891761082167708
100,0.9620801040985807,0.9950040626018277
101,0.9715894163983466,1.0024405347743688
110,0.9620801040985807,0.9950040626018277
111,0.9715894163983466,1.0024405347743688
